descricaoEmpresaTI,descritivoSoftware,nomeEnte,codigoUnidade,nomeUnidade,descricaoTipoUnidade,Assunto,ultimoEnvio,ultimoanomes
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ÁGUAS MORNAS,10480,Prefeitura Municipal de Águas Mornas ,Administração Direta,Plano de Cargos,2025-04-29 11:46:38.100,202504
Betha Sistemas,Atos de Pessoal,ÁGUAS MORNAS,10480,Prefeitura Municipal de Águas Mornas ,Administração Direta,Plano de Cargos,2025-04-08 09:27:18.387,202504
BETHA SISTEMAS LTDA ,PRESTAÇÃO DE CONTAS,ÁGUAS MORNAS,10480,Prefeitura Municipal de Águas Mornas ,Administração Direta,Registros Contábeis,2025-05-23 21:23:07.517,202504
Betha Sistemas,SAPO,ÁGUAS MORNAS,10480,Prefeitura Municipal de Águas Mornas ,Administração Direta,Registros Contábeis,2025-05-23 21:31:43.157,202504
Betha Sistemas,Atos Juridicos,ÁGUAS MORNAS,10480,Prefeitura Municipal de Águas Mornas ,Administração Direta,Registros Contábeis,2025-04-16 15:35:31.970,202501
Betha Sistemas,Tributos,ÁGUAS MORNAS,10480,Prefeitura Municipal de Águas Mornas ,Administração Direta,Tributário,2025-05-27 10:19:00.697,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,30902,Câmara Municipal de Alfredo Wagner ,Câmara de Vereadores,Atos de Pessoal,2025-05-30 13:32:43.140,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,30902,Câmara Municipal de Alfredo Wagner ,Câmara de Vereadores,Concursos,2025-01-10 17:41:54.563,202301
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,30902,Câmara Municipal de Alfredo Wagner ,Câmara de Vereadores,Execução Orçamentária,2025-05-30 14:59:09.057,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,30902,Câmara Municipal de Alfredo Wagner ,Câmara de Vereadores,Folha de Pagamento,2025-05-23 08:43:43.790,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,30902,Câmara Municipal de Alfredo Wagner ,Câmara de Vereadores,Gestão Fiscal,2025-05-16 14:54:28.407,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,30902,Câmara Municipal de Alfredo Wagner ,Câmara de Vereadores,Plano de Cargos,2025-03-27 09:41:00.260,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,30902,Câmara Municipal de Alfredo Wagner ,Câmara de Vereadores,Registros Contábeis,2025-05-30 15:04:22.510,202504
Betha Sistemas,Planejamento,ALFREDO WAGNER,80448,Controle Interno do Municipio de Alfredo Wagner,Unidade Central,Gestão Fiscal,2025-03-18 20:37:55.137,202408
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,80448,Controle Interno do Municipio de Alfredo Wagner,Unidade Central,Gestão Fiscal,2025-05-13 19:40:14.080,202412
Betha Sistemas,Planejamento,ALFREDO WAGNER,80448,Controle Interno do Municipio de Alfredo Wagner,Unidade Central,LDO,2025-01-16 17:13:15.063,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,80448,Controle Interno do Municipio de Alfredo Wagner,Unidade Central,LOA,2025-05-28 18:48:10.190,202502
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,39154,Fundo Municipal de Saúde de Alfredo Wagner ,Fundo,Contratos,2025-03-10 16:33:27.913,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,39154,Fundo Municipal de Saúde de Alfredo Wagner ,Fundo,Execução Orçamentária,2025-05-28 20:35:27.297,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,39154,Fundo Municipal de Saúde de Alfredo Wagner ,Fundo,Licitações,2025-01-21 11:27:13.963,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,39154,Fundo Municipal de Saúde de Alfredo Wagner ,Fundo,Registros Contábeis,2025-05-28 20:13:41.993,202502
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Atos de Pessoal,2025-06-03 09:35:22.423,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Contratos,2025-05-06 10:17:02.313,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Convênios,2025-04-27 20:12:10.920,202501
Betha Sistemas,Execução Orçamentária,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Execução Orçamentária,2025-03-21 07:39:52.317,202408
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Execução Orçamentária,2025-05-30 19:11:22.050,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Folha de Pagamento,2025-05-06 18:59:07.743,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Licitações,2025-05-29 11:19:43.260,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Plano de Cargos,2025-06-03 08:35:17.693,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Registros Contábeis,2025-06-01 17:59:05.443,202501
Betha Sistemas,SAPO,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Registros Contábeis,2025-03-28 14:22:53.483,202409
Betha Sistemas,Tributos,ALFREDO WAGNER,10448,Prefeitura Municipal de Alfredo Wagner ,Administração Direta,Tributário,2025-04-25 11:07:00.037,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,32166,Câmara Municipal de Anchieta ,Câmara de Vereadores,Atos de Pessoal,2025-02-05 11:54:20.620,202502
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,32166,Câmara Municipal de Anchieta ,Câmara de Vereadores,Contratos,2025-02-12 16:25:44.980,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,32166,Câmara Municipal de Anchieta ,Câmara de Vereadores,Execução Orçamentária,2025-05-29 18:34:22.710,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,32166,Câmara Municipal de Anchieta ,Câmara de Vereadores,Folha de Pagamento,2025-05-08 10:28:41.963,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,32166,Câmara Municipal de Anchieta ,Câmara de Vereadores,Gestão Fiscal,2025-05-16 14:34:53.337,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,32166,Câmara Municipal de Anchieta ,Câmara de Vereadores,Plano de Cargos,2025-06-01 15:25:13.450,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,32166,Câmara Municipal de Anchieta ,Câmara de Vereadores,Registros Contábeis,2025-05-08 14:25:01.460,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,81720,Controle Interno do Municipio de Anchieta,Unidade Central,Gestão Fiscal,2025-06-03 11:21:50.260,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,81720,Controle Interno do Municipio de Anchieta,Unidade Central,LDO,2025-01-16 14:15:29.307,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,81720,Controle Interno do Municipio de Anchieta,Unidade Central,LOA,2025-05-14 10:25:42.827,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,81720,Controle Interno do Municipio de Anchieta,Unidade Central,PPA,2025-01-10 09:09:40.933,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,29688,Fundo Municipal da Criança e do Adolescente de Anchieta,Fundo,Execução Orçamentária,2025-01-31 09:15:51.883,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,29688,Fundo Municipal da Criança e do Adolescente de Anchieta,Fundo,Registros Contábeis,2025-02-13 08:58:31.887,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,29670,Fundo Municipal de Assistência Social de Anchieta ,Fundo,Contratos,2025-05-27 13:22:11.500,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,29670,Fundo Municipal de Assistência Social de Anchieta ,Fundo,Execução Orçamentária,2025-05-29 20:01:10.700,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,29670,Fundo Municipal de Assistência Social de Anchieta ,Fundo,Licitações,2025-05-21 16:14:44.350,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,29670,Fundo Municipal de Assistência Social de Anchieta ,Fundo,Registros Contábeis,2025-05-21 12:41:06.227,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,29661,Fundo Municipal de Saúde de Anchieta ,Fundo,Contratos,2025-06-02 13:37:38.540,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,29661,Fundo Municipal de Saúde de Anchieta ,Fundo,Execução Orçamentária,2025-05-29 20:07:28.617,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,29661,Fundo Municipal de Saúde de Anchieta ,Fundo,Licitações,2025-05-21 08:58:32.313,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,29661,Fundo Municipal de Saúde de Anchieta ,Fundo,Registros Contábeis,2025-04-25 15:08:14.980,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,20150,Hospital Municipal AnchietenseAnchieta ,Autarquia,Contratos,2025-06-03 10:49:04.397,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,20150,Hospital Municipal AnchietenseAnchieta ,Autarquia,Execução Orçamentária,2025-05-29 20:00:47.770,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,20150,Hospital Municipal AnchietenseAnchieta ,Autarquia,Folha de Pagamento,2025-05-09 14:36:23.633,202504
Betha Sistemas,Atos de Pessoal,ANCHIETA,20150,Hospital Municipal AnchietenseAnchieta ,Autarquia,Folha de Pagamento,2025-04-02 10:47:02.550,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,20150,Hospital Municipal AnchietenseAnchieta ,Autarquia,Licitações,2025-02-13 13:24:43.723,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,20150,Hospital Municipal AnchietenseAnchieta ,Autarquia,Plano de Cargos,2025-05-02 15:02:05.960,202505
Betha Sistemas,Atos de Pessoal,ANCHIETA,20150,Hospital Municipal AnchietenseAnchieta ,Autarquia,Plano de Cargos,2025-04-02 09:51:57.750,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,20150,Hospital Municipal AnchietenseAnchieta ,Autarquia,Registros Contábeis,2025-04-29 15:05:09.940,202503
Betha Sistemas,Atos de Pessoal,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Atos de Pessoal,2025-04-08 09:35:41.077,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Atos de Pessoal,2025-05-02 14:51:52.167,202505
Betha Sistemas,Atos de Pessoal,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Concursos,2025-04-07 13:59:57.973,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Concursos,2025-05-02 14:44:58.973,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Contratos,2025-06-03 10:45:23.647,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Convênios,2025-01-09 13:36:24.990,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Execução Orçamentária,2025-05-30 20:08:56.980,202505
Betha Sistemas,Atos de Pesoal,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Folha de Pagamento,2025-02-18 16:09:47.420,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Folha de Pagamento,2025-05-13 10:20:35.933,202505
Betha Sistemas,Atos de Pessoal,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Folha de Pagamento,2025-04-08 09:31:11.137,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Licitações,2025-06-03 16:14:00.480,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Plano de Cargos,2025-05-02 14:56:17.077,202505
Betha Sistemas,Atos de Pessoal,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Plano de Cargos,2025-04-02 09:49:27.350,202504
Betha Sistemas,Atos de Pesoal,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Plano de Cargos,2025-01-09 16:07:37.723,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Registros Contábeis,2025-06-03 13:33:04.133,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANCHIETA,11720,Prefeitura Municipal de Anchieta ,Administração Direta,Tributário,2025-06-03 16:01:51.687,202503
Betha Sistemas,Atos de Pessoal,ANGELINA,31950,Câmara Municipal de Angelina ,Câmara de Vereadores,Atos de Pessoal,2025-03-31 18:18:10.650,202503
Betha Sistemas,Execução Orçamentária,ANGELINA,31950,Câmara Municipal de Angelina ,Câmara de Vereadores,Execução Orçamentária,2025-05-15 17:26:30.623,202504
Betha Sistemas,Atos de Pesoal,ANGELINA,31950,Câmara Municipal de Angelina ,Câmara de Vereadores,Folha de Pagamento,2025-02-10 23:58:15.350,202412
Betha Sistemas,Atos de Pessoal,ANGELINA,31950,Câmara Municipal de Angelina ,Câmara de Vereadores,Folha de Pagamento,2025-05-04 17:38:11.033,202504
Betha Sistemas,Planejamento,ANGELINA,31950,Câmara Municipal de Angelina ,Câmara de Vereadores,Gestão Fiscal,2025-05-22 19:05:48.490,202504
Betha Sistemas,Atos de Pessoal,ANGELINA,31950,Câmara Municipal de Angelina ,Câmara de Vereadores,Plano de Cargos,2025-05-04 17:37:28.740,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANGELINA,31950,Câmara Municipal de Angelina ,Câmara de Vereadores,Plano de Cargos,2025-05-06 22:57:19.400,202505
Betha Sistemas,Atos Juridicos,ANGELINA,31950,Câmara Municipal de Angelina ,Câmara de Vereadores,Registros Contábeis,2025-04-04 17:41:00.447,202501
Betha Sistemas,SAPO,ANGELINA,31950,Câmara Municipal de Angelina ,Câmara de Vereadores,Registros Contábeis,2025-05-15 17:28:12.383,202504
Betha Sistemas,Planejamento,ANGELINA,81517,Controle Interno do Municipio de Angelina,Unidade Central,Gestão Fiscal,2025-05-16 08:36:31.410,202504
Betha Sistemas,Planejamento,ANGELINA,81517,Controle Interno do Municipio de Angelina,Unidade Central,LDO,2025-04-04 13:33:48.147,202501
Betha Sistemas,Planejamento,ANGELINA,81517,Controle Interno do Municipio de Angelina,Unidade Central,LOA,2025-06-02 17:58:30.427,202505
Betha Sistemas,Planejamento,ANGELINA,81517,Controle Interno do Municipio de Angelina,Unidade Central,PPA,2025-04-04 13:05:06.043,202501
Betha Sistemas,Execução Orçamentária,ANGELINA,25072,Fundo Municipal de Assistência Social de Angelina ,Fundo,Execução Orçamentária,2025-06-02 18:11:46.427,202505
Betha Sistemas,SAPO,ANGELINA,25072,Fundo Municipal de Assistência Social de Angelina ,Fundo,Registros Contábeis,2025-05-15 18:36:50.947,202504
Betha Sistemas,Atos Juridicos,ANGELINA,25072,Fundo Municipal de Assistência Social de Angelina ,Fundo,Registros Contábeis,2025-04-09 21:44:03.210,202501
Betha Sistemas,Atos Juridicos,ANGELINA,29930,Fundo Municipal de Saúde de Angelina ,Fundo,Contratos,2025-04-03 11:49:31.550,202503
Betha Sistemas,Execução Orçamentária,ANGELINA,29930,Fundo Municipal de Saúde de Angelina ,Fundo,Execução Orçamentária,2025-06-02 18:19:39.500,202505
Betha Sistemas,Atos Juridicos,ANGELINA,29930,Fundo Municipal de Saúde de Angelina ,Fundo,Licitações,2025-05-27 14:53:25.477,202504
Betha Sistemas,SAPO,ANGELINA,29930,Fundo Municipal de Saúde de Angelina ,Fundo,Registros Contábeis,2025-05-15 07:01:24.080,202504
Betha Sistemas,Atos Juridicos,ANGELINA,29930,Fundo Municipal de Saúde de Angelina ,Fundo,Registros Contábeis,2025-05-01 08:46:18.883,202501
Betha Sistemas,Atos de Pessoal,ANGELINA,34829,Instituto de Previdência Social dos Servidores Públicos de Angelina ,Autarquia,Atos de Pessoal,2025-04-02 11:25:59.170,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANGELINA,34829,Instituto de Previdência Social dos Servidores Públicos de Angelina ,Autarquia,Atos de Pessoal,2025-06-03 10:35:28.737,202506
Betha Sistemas,Execução Orçamentária,ANGELINA,34829,Instituto de Previdência Social dos Servidores Públicos de Angelina ,Autarquia,Execução Orçamentária,2025-06-02 18:00:30.550,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANGELINA,34829,Instituto de Previdência Social dos Servidores Públicos de Angelina ,Autarquia,Folha de Pagamento,2025-06-03 10:31:54.960,202506
Betha Sistemas,Atos de Pessoal,ANGELINA,34829,Instituto de Previdência Social dos Servidores Públicos de Angelina ,Autarquia,Folha de Pagamento,2025-04-06 12:24:17.563,202504
Betha Sistemas,Atos de Pesoal,ANGELINA,34829,Instituto de Previdência Social dos Servidores Públicos de Angelina ,Autarquia,Folha de Pagamento,2025-02-09 16:52:57.983,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANGELINA,34829,Instituto de Previdência Social dos Servidores Públicos de Angelina ,Autarquia,Plano de Cargos,2025-06-02 22:34:44.963,202506
Betha Sistemas,Atos de Pessoal,ANGELINA,34829,Instituto de Previdência Social dos Servidores Públicos de Angelina ,Autarquia,Plano de Cargos,2025-04-06 14:44:47.757,202504
Betha Sistemas,Atos Juridicos,ANGELINA,34829,Instituto de Previdência Social dos Servidores Públicos de Angelina ,Autarquia,Registros Contábeis,2025-04-09 20:42:02.070,202501
Betha Sistemas,SAPO,ANGELINA,34829,Instituto de Previdência Social dos Servidores Públicos de Angelina ,Autarquia,Registros Contábeis,2025-05-15 06:33:18.717,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Atos de Pessoal,2025-06-03 15:01:06.330,202506
Betha Sistemas,Atos de Pessoal,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Atos de Pessoal,2025-04-02 18:48:58.110,202504
Betha Sistemas,Atos Juridicos,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Contratos,2025-06-02 15:37:35.970,202505
Betha Sistemas,Execução Orçamentária,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Execução Orçamentária,2025-06-02 18:37:44.380,202505
Betha Sistemas,Atos de Pessoal,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Folha de Pagamento,2025-04-04 10:28:15.640,202504
Betha Sistemas,Atos de Pesoal,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Folha de Pagamento,2025-01-01 01:13:07.380,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Folha de Pagamento,2025-06-03 15:06:47.157,202506
Betha Sistemas,Atos Juridicos,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Licitações,2025-05-30 09:26:19.570,202505
Betha Sistemas,Atos de Pessoal,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Plano de Cargos,2025-04-06 14:45:11.560,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Plano de Cargos,2025-05-21 16:52:14.773,202505
Betha Sistemas,Atos Juridicos,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Registros Contábeis,2025-05-05 16:24:34.250,202501
Betha Sistemas,SAPO,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Registros Contábeis,2025-05-15 17:13:47.837,202504
Betha Sistemas,Tributos,ANGELINA,11517,Prefeitura Municipal de Angelina ,Administração Direta,Tributário,2025-04-06 16:03:57.227,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,30660,Câmara Municipal de Anitápolis ,Câmara de Vereadores,Atos de Pessoal,2025-01-29 09:26:23.457,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,30660,Câmara Municipal de Anitápolis ,Câmara de Vereadores,Contratos,2025-06-03 08:02:48.240,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,30660,Câmara Municipal de Anitápolis ,Câmara de Vereadores,Execução Orçamentária,2025-06-03 08:09:16.450,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,30660,Câmara Municipal de Anitápolis ,Câmara de Vereadores,Folha de Pagamento,2025-05-08 15:21:56.360,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,30660,Câmara Municipal de Anitápolis ,Câmara de Vereadores,Gestão Fiscal,2025-04-07 14:53:02.690,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,30660,Câmara Municipal de Anitápolis ,Câmara de Vereadores,Licitações,2025-06-03 07:58:59.530,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,30660,Câmara Municipal de Anitápolis ,Câmara de Vereadores,Plano de Cargos,2025-06-01 18:30:28.970,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,30660,Câmara Municipal de Anitápolis ,Câmara de Vereadores,Registros Contábeis,2025-02-26 13:25:48.170,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,80197,Controle Interno do Municipio de Anitápolis,Unidade Central,Gestão Fiscal,2025-04-07 14:36:13.153,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,80197,Controle Interno do Municipio de Anitápolis,Unidade Central,LDO,2025-01-24 18:15:30.117,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,80197,Controle Interno do Municipio de Anitápolis,Unidade Central,LOA,2025-05-05 17:39:59.917,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,17671,Fundo Municipal de Saúde de Anitápolis ,Fundo,Contratos,2025-06-03 15:37:54.000,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,17671,Fundo Municipal de Saúde de Anitápolis ,Fundo,Convênios,2025-05-22 09:46:07.910,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,17671,Fundo Municipal de Saúde de Anitápolis ,Fundo,Execução Orçamentária,2025-06-03 10:51:13.640,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,17671,Fundo Municipal de Saúde de Anitápolis ,Fundo,Licitações,2025-06-02 13:55:50.300,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,ANITÁPOLIS,17671,Fundo Municipal de Saúde de Anitápolis ,Fundo,Registros Contábeis,2025-03-25 08:21:50.310,202412
